요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명
신성태평양약국,81,약국,250000,대전,250001,대전유성구
신세계약국,81,약국,340000,충남,340014,청양군
누리약국,81,약국,340000,충남,340700,논산시
내포우리약국,81,약국,340000,충남,340015,홍성군
서문약국,81,약국,340000,충남,340600,서산시
엘약국,81,약국,410000,세종시,410000,세종시
신중앙약국,81,약국,340000,충남,340015,홍성군
미르온누리약국,81,약국,340000,충남,340202,천안동남구
조은약국,81,약국,110000,서울,110011,성동구
준효약국,81,약국,110000,서울,110022,노원구
현대약국,81,약국,340000,충남,340700,논산시
대림약국,81,약국,110000,서울,110005,구로구
샛별약국,81,약국,310000,경기,311102,안산상록구
감사약국,81,약국,310000,경기,312200,파주시
서울약국,81,약국,310000,경기,311700,시흥시
백화점약국,81,약국,310000,경기,311200,평택시
능곡백제약국,81,약국,310000,경기,311901,고양덕양구
세기약국,81,약국,310000,경기,310603,수원팔달구
옵티마2층약국,81,약국,310000,경기,311901,고양덕양구
포도원약국,81,약국,310000,경기,311600,의왕시
정다운약국,81,약국,310000,경기,311300,하남시
큰사랑약국,81,약국,310000,경기,310701,안양만안구
아이사랑약국,81,약국,310000,경기,311901,고양덕양구
백의종로약국,81,약국,310000,경기,310011,연천군
사랑온누리약국,81,약국,310000,경기,310402,성남중원구
양업약국,81,약국,310000,경기,312700,양주시
사랑의약국,81,약국,310000,경기,312200,파주시
신이화약국,81,약국,220000,인천,220006,인천남동구
햇빛약국,81,약국,110000,서울,110006,도봉구
건강드림약국,81,약국,390000,제주,390200,제주시
한아름약국,81,약국,310000,경기,312002,용인수지구
365스마일약국,81,약국,250000,대전,250003,대전서구
메디컬건강약국,81,약국,310000,경기,310702,안양동안구
도마조아약국,81,약국,250000,대전,250003,대전서구
조흥약국,81,약국,350000,전북,350100,군산시
연세약국,81,약국,230000,대구,230002,대구동구
데일리약국,81,약국,310000,경기,310403,성남분당구
대한약국,81,약국,110000,서울,110016,종로구
백세약국,81,약국,320000,강원,320100,강릉시
미소온누리약국,81,약국,350000,전북,350402,전주덕진구
하늘후문약국,81,약국,110000,서울,110007,동대문구
우리약국,81,약국,350000,전북,350006,순창군
옵티마동래약국,81,약국,210000,부산,210003,부산동래구
호암종로약국,81,약국,330000,충북,330200,충주시
더좋은약국,81,약국,250000,대전,250003,대전서구
가나안약국,81,약국,310000,경기,310300,부천시
지현약국,81,약국,310000,경기,311700,시흥시
시온약국,81,약국,350000,전북,350008,완주군
신세계약국,81,약국,230000,대구,230002,대구동구
강남모아약국,81,약국,370000,경북,370017,예천군
메디칼종합온누리약국,81,약국,310000,경기,311102,안산상록구
다온약국,81,약국,110000,서울,110022,노원구
세종약국,81,약국,110000,서울,110023,광진구
사랑약국,81,약국,360000,전남,360500,여수시
부림약국,81,약국,380000,경남,380014,창녕군
신한미온누리약국,81,약국,240000,광주,240005,광주남구
중앙약국,81,약국,380000,경남,380008,산청군
봄약국,81,약국,310000,경기,312600,광주시
안락고려약국,81,약국,210000,부산,210003,부산동래구
스타약국,81,약국,210000,부산,210003,부산동래구
새보령약국,81,약국,340000,충남,340400,보령시
조은약국,81,약국,340000,충남,340015,홍성군
조아약국,81,약국,310000,경기,310401,성남수정구
한마루약국,81,약국,310000,경기,312001,용인기흥구
역곡나무약국,81,약국,310000,경기,310300,부천시
우리정다운약국,81,약국,110000,서울,110015,은평구
명진팜약국,81,약국,110000,서울,110003,강서구
광주약국,81,약국,110000,서울,110008,동작구
서면동산약국,81,약국,210000,부산,210004,부산진구
큰사랑약국,81,약국,210000,부산,210100,부산기장군
윤약국,81,약국,330000,충북,330011,증평군
다온약국,81,약국,240000,광주,240005,광주남구
제일연합약국,81,약국,370000,경북,370701,포항남구
푸른약국,81,약국,380000,경남,380002,거창군
동원당약국,81,약국,210000,부산,210002,부산동구
선프라자약국,81,약국,210000,부산,210009,부산해운대구
동원약국,81,약국,210000,부산,210004,부산진구
대지약국,81,약국,210000,부산,210010,부산사하구
대학온누리약국,81,약국,210000,부산,210001,부산남구
참진약국,81,약국,210000,부산,210004,부산진구
새동래약국,81,약국,210000,부산,210003,부산동래구
누가약국,81,약국,210000,부산,210012,부산강서구
대지온누리약국,81,약국,210000,부산,210003,부산동래구
큰사랑약국,81,약국,210000,부산,210010,부산사하구
백일약국,81,약국,210000,부산,210009,부산해운대구
메디팜대성약국,81,약국,210000,부산,210011,부산금정구
명성약국,81,약국,210000,부산,210002,부산동구
제일약국,81,약국,210000,부산,210004,부산진구
하은약국,81,약국,110000,서울,110024,강북구
평화약국,81,약국,240000,광주,240003,광주서구
햇님온누리약국,81,약국,110000,서울,110013,영등포구
푸른신호약국,81,약국,210000,부산,210012,부산강서구
솔약국,81,약국,110000,서울,110021,서초구
파란약국,81,약국,330000,충북,330101,청주상당구
엘메디컬약국,81,약국,310000,경기,310604,수원영통구
조은약국,81,약국,340000,충남,340900,당진시
삼산현대약국,81,약국,260000,울산,260001,울산남구
참조은약국,81,약국,380000,경남,380705,창원성산구
일동한미약국,81,약국,310000,경기,312800,포천시
정다운약국,81,약국,310000,경기,312200,파주시
생명약국,81,약국,310000,경기,312100,이천시
새천년약국,81,약국,330000,충북,330009,진천군
국제약국,81,약국,110000,서울,110007,동대문구
태영약국,81,약국,310000,경기,311200,평택시
미원약국,81,약국,340000,충남,340201,천안서북구
현대약국,81,약국,340000,충남,340202,천안동남구
건지약국,81,약국,340000,충남,340009,서천군
연산하나로약국,81,약국,340000,충남,340700,논산시
시티팜약국,81,약국,250000,대전,250001,대전유성구
우성약국,81,약국,340000,충남,340500,아산시
솔약국,81,약국,340000,충남,340202,천안동남구
서울플러스약국,81,약국,250000,대전,250001,대전유성구
프라자약국,81,약국,250000,대전,250003,대전서구
민약국,81,약국,250000,대전,250005,대전중구
정다운약국,81,약국,340000,충남,340600,서산시
서울약국,81,약국,340000,충남,340202,천안동남구
사랑약국,81,약국,250000,대전,250002,대전대덕구
정성약국,81,약국,250000,대전,250005,대전중구
우리약국,81,약국,340000,충남,340015,홍성군
수약국,81,약국,340000,충남,340500,아산시
도안참사랑약국,81,약국,250000,대전,250001,대전유성구
동아약국,81,약국,340000,충남,340400,보령시
은혜약국,81,약국,310000,경기,310200,동두천시
수월온누리약국,81,약국,380000,경남,381000,거제시
다온약국,81,약국,310000,경기,312300,김포시
그린약국,81,약국,370000,경북,371000,경산시
세명약국,81,약국,110000,서울,110023,광진구
인제터미널약국,81,약국,320000,강원,320008,인제군
정성약국,81,약국,310000,경기,310601,수원권선구
신화약국,81,약국,240000,광주,240003,광주서구
풍동메디칼약국,81,약국,310000,경기,311903,고양일산동구
옥곡수약국,81,약국,370000,경북,371000,경산시
미소약국,81,약국,250000,대전,250003,대전서구
이화약국,81,약국,310000,경기,312002,용인수지구
나래약국,81,약국,310000,경기,310402,성남중원구
한마음약국,81,약국,110000,서울,110018,송파구
하남스타약국,81,약국,310000,경기,311300,하남시
라라약국,81,약국,230000,대구,230004,대구서구
이레약국,81,약국,310000,경기,312600,광주시
옥광약국,81,약국,110000,서울,110016,종로구
행복약국,81,약국,230000,대구,230004,대구서구
하나로약국,81,약국,210000,부산,210005,부산북구
하나약국,81,약국,220000,인천,220005,인천서구
솔향약국,81,약국,320000,강원,320100,강릉시
천안약국,81,약국,340000,충남,340202,천안동남구
원약국,81,약국,250000,대전,250001,대전유성구
홍약국,81,약국,380000,경남,380702,창원마산합포구
일등약국,81,약국,310000,경기,310300,부천시
메디컬제일약국,81,약국,110000,서울,110021,서초구
선한약국,81,약국,110000,서울,110001,강남구
청라큰사랑약국,81,약국,220000,인천,220005,인천서구
종로프라자약국,81,약국,110000,서울,110020,양천구
비타민약국,81,약국,110000,서울,110021,서초구
스위스약국,81,약국,240000,광주,240001,광주동구
흥덕온누리약국,81,약국,310000,경기,312001,용인기흥구
회성약국,81,약국,380000,경남,380701,창원마산회원구
우리약국,81,약국,210000,부산,210014,부산수영구
선사약국,81,약국,110000,서울,110002,강동구
원약국,81,약국,110000,서울,110021,서초구
마더스약국,81,약국,340000,충남,340201,천안서북구
행복한약국,81,약국,340000,충남,340014,청양군
해누리약국,81,약국,340000,충남,340202,천안동남구
나래약국,81,약국,310000,경기,310300,부천시
약사랑약국,81,약국,340000,충남,340016,태안군
미금약국,81,약국,220000,인천,220003,인천부평구
신낙산약국,81,약국,320000,강원,320005,양양군
희병약국,81,약국,110000,서울,110001,강남구
강남제일약국,81,약국,110000,서울,110001,강남구
래미안나나약국,81,약국,110000,서울,110005,구로구
미소가득한약국,81,약국,310000,경기,310300,부천시
다나약국,81,약국,110000,서울,110005,구로구
중앙약국,81,약국,320000,강원,320010,철원군
아라약국,81,약국,110000,서울,110021,서초구
쌍용청솔약국,81,약국,340000,충남,340201,천안서북구
기린약국,81,약국,110000,서울,110021,서초구
신림수약국,81,약국,110000,서울,110004,관악구
소양약국,81,약국,320000,강원,320500,춘천시
장수약국,81,약국,250000,대전,250001,대전유성구
새로운약국,81,약국,330000,충북,330103,청주청원구
파크온누리약국,81,약국,110000,서울,110023,광진구
신중앙약국,81,약국,110000,서울,110017,중구
신대흥약국,81,약국,110000,서울,110013,영등포구
손약국,81,약국,310000,경기,310604,수원영통구
영흥우리약국,81,약국,220000,인천,220200,인천옹진군
새양지약국,81,약국,310000,경기,312003,용인처인구
양평시장약국,81,약국,310000,경기,310009,양평군
다솜약국,81,약국,310000,경기,312001,용인기흥구
열린온누리약국,81,약국,310000,경기,312500,화성시
증포온누리약국,81,약국,310000,경기,312100,이천시
주엽약국,81,약국,310000,경기,311902,고양일산서구
현진약국,81,약국,310000,경기,312002,용인수지구
천경약국,81,약국,310000,경기,310603,수원팔달구
경기약국,81,약국,220000,인천,220004,인천중구
엑스포동우당약국,81,약국,250000,대전,250001,대전유성구
버드내약국,81,약국,250000,대전,250005,대전중구
동인약국,81,약국,250000,대전,250004,대전동구
보건당약국,81,약국,250000,대전,250002,대전대덕구
신성약국,81,약국,250000,대전,250002,대전대덕구
향촌약국,81,약국,250000,대전,250003,대전서구
푸른약국,81,약국,340000,충남,340201,천안서북구
한샘약국,81,약국,250000,대전,250005,대전중구
구일약국,81,약국,250000,대전,250004,대전동구
여명약국,81,약국,250000,대전,250004,대전동구
온누리태전약국,81,약국,250000,대전,250002,대전대덕구
동이약국,81,약국,250000,대전,250002,대전대덕구
복지약국,81,약국,250000,대전,250004,대전동구
온누리윤약국,81,약국,250000,대전,250004,대전동구
보문산약국,81,약국,250000,대전,250005,대전중구
성모약국,81,약국,250000,대전,250004,대전동구
밤골약국,81,약국,340000,충남,340300,공주시
유성한우리약국,81,약국,250000,대전,250001,대전유성구
용화약국,81,약국,250000,대전,250004,대전동구
맘e편한 약국,81,약국,250000,대전,250001,대전유성구
평화약국,81,약국,250000,대전,250005,대전중구
가오온누리약국,81,약국,250000,대전,250004,대전동구
종로약국,81,약국,250000,대전,250003,대전서구
백쪼약국,81,약국,340000,충남,340015,홍성군
누리태평양약국,81,약국,250000,대전,250003,대전서구
창민약국,81,약국,250000,대전,250005,대전중구
백세약국,81,약국,340000,충남,340700,논산시
백화당약국,81,약국,250000,대전,250004,대전동구
중앙메디칼약국,81,약국,110000,서울,110022,노원구
수약국,81,약국,110000,서울,110016,종로구
하늘팜약국,81,약국,110000,서울,110003,강서구
대우약국,81,약국,310000,경기,311700,시흥시
봄빛약국,81,약국,350000,전북,350500,정읍시
고천약국,81,약국,310000,경기,311600,의왕시
제중약국,81,약국,230000,대구,230007,대구달서구
인후종로약국,81,약국,350000,전북,350402,전주덕진구
하나로약국,81,약국,390000,제주,390200,제주시
백초약국,81,약국,370000,경북,370200,구미시
신세계약국,81,약국,370000,경북,370600,영천시
하진약국,81,약국,260000,울산,260001,울산남구
친절한푸른약국,81,약국,330000,충북,330200,충주시
한국약국,81,약국,250000,대전,250005,대전중구
사랑온누리약국,81,약국,220000,인천,220006,인천남동구
코끼리약국,81,약국,250000,대전,250003,대전서구
이수약국,81,약국,360000,전남,360300,목포시
지니약국,81,약국,260000,울산,260001,울산남구
온누리은혜약국,81,약국,110000,서울,110020,양천구
참약국,81,약국,310000,경기,312700,양주시
상암월드약국,81,약국,110000,서울,110009,마포구
서현약국,81,약국,110000,서울,110012,성북구
샘터약국,81,약국,110000,서울,110009,마포구
강약국,81,약국,320000,강원,320300,속초시
다사랑약국,81,약국,110000,서울,110022,노원구
논현큰사랑약국,81,약국,220000,인천,220006,인천남동구
보명약국,81,약국,110000,서울,110011,성동구
신부약국,81,약국,340000,충남,340202,천안동남구
대청약국,81,약국,210000,부산,210008,부산중구
함께하는약국,81,약국,370000,경북,370200,구미시
알찬약국,81,약국,210000,부산,210001,부산남구
진명약국,81,약국,380000,경남,380002,거창군
보건약국,81,약국,380000,경남,381000,거제시
동명당약국,81,약국,380000,경남,381100,양산시
새진교약국,81,약국,380000,경남,380016,하동군
현대약국,81,약국,380000,경남,380900,밀양시
라임약국,81,약국,310000,경기,312002,용인수지구
데일리약국,81,약국,410000,세종시,410000,세종시
고창 제일약국,81,약국,350000,전북,350001,고창군
부송우리약국,81,약국,350000,전북,350300,익산시
소망약국,81,약국,310000,경기,310800,의정부시
범생종합약국,81,약국,350000,전북,350300,익산시
새한약국,81,약국,360000,전남,360010,보성군
참빛약국,81,약국,310000,경기,311500,남양주시
강진종로약국,81,약국,360000,전남,360001,강진군
샘골약국,81,약국,350000,전북,350500,정읍시
다사랑약국,81,약국,310000,경기,312002,용인수지구
삼한당약국,81,약국,350000,전북,350300,익산시
한아름약국,81,약국,220000,인천,220008,인천계양구
한마음약국,81,약국,310000,경기,312100,이천시
팜메이트고바우약국,81,약국,370000,경북,370100,경주시
메디팜대암약국,81,약국,240000,광주,240002,광주북구
뉴시장약국,81,약국,350000,전북,350600,김제시
화영약국,81,약국,350000,전북,350401,전주완산구
사랑샘약국,81,약국,320000,강원,320400,원주시
태영약국,81,약국,350000,전북,350401,전주완산구
세화약국,81,약국,350000,전북,350008,완주군
참우리약국,81,약국,240000,광주,240005,광주남구
송정약국,81,약국,240000,광주,240004,광주광산구
신일약국,81,약국,310000,경기,310200,동두천시
조이약국,81,약국,310000,경기,311400,군포시
가지산약국,81,약국,260000,울산,260100,울산울주군
백두산약국,81,약국,380000,경남,380800,통영시
조제약국,81,약국,360000,전남,360300,목포시
민중약국,81,약국,310000,경기,311200,평택시
시장약국,81,약국,260000,울산,260001,울산남구
온누리대주약국,81,약국,240000,광주,240002,광주북구
포두약국,81,약국,360000,전남,360002,고흥군
진영동산약국,81,약국,380000,경남,380100,김해시
흥일약국,81,약국,340000,충남,340002,금산군
미소약국,81,약국,330000,충북,330101,청주상당구
건강약국,81,약국,380000,경남,380500,진주시
조은온누리약국,81,약국,240000,광주,240002,광주북구
열매약국,81,약국,250000,대전,250001,대전유성구
럭키약국,81,약국,310000,경기,310011,연천군
진달래약국,81,약국,240000,광주,240004,광주광산구
더조은약국,81,약국,110000,서울,110003,강서구
바다약국,81,약국,110000,서울,110010,서대문구
베스트약국,81,약국,220000,인천,220004,인천중구
신신약국,81,약국,340000,충남,340015,홍성군
주차장약국,81,약국,380000,경남,381100,양산시
새봄안약국,81,약국,380000,경남,380702,창원마산합포구
친절한약국,81,약국,110000,서울,110008,동작구
세빛약국,81,약국,110000,서울,110010,서대문구
더(The)튼튼약국,81,약국,210000,부산,210011,부산금정구
유성약국,81,약국,240000,광주,240003,광주서구
시장약국,81,약국,380000,경남,380702,창원마산합포구
성모프라자약국,81,약국,310000,경기,311600,의왕시
백화점약국,81,약국,340000,충남,340202,천안동남구
한독약국,81,약국,250000,대전,250004,대전동구
새무궁화약국,81,약국,380000,경남,381100,양산시
창원황약국,81,약국,380000,경남,380704,창원의창구
건양사랑약국,81,약국,250000,대전,250003,대전서구
과천청사온누리약국,81,약국,310000,경기,310900,과천시
대형약국,81,약국,250000,대전,250001,대전유성구
좌수영약국,81,약국,360000,전남,360500,여수시
신나무실약국,81,약국,310000,경기,310604,수원영통구
시민약국,81,약국,340000,충남,340900,당진시
은행약국,81,약국,240000,광주,240004,광주광산구
혜성약국,81,약국,240000,광주,240003,광주서구
보건온누리약국,81,약국,210000,부산,210003,부산동래구
임약국,81,약국,210000,부산,210004,부산진구
삼정약국,81,약국,210000,부산,210004,부산진구
스타약국,81,약국,210000,부산,210004,부산진구
인촌약국,81,약국,210000,부산,210003,부산동래구
늘푸른약국,81,약국,210000,부산,210003,부산동래구
대영남약국,81,약국,210000,부산,210004,부산진구
한사랑약국,81,약국,210000,부산,210001,부산남구
노마약국,81,약국,210000,부산,210002,부산동구
신암우리약국,81,약국,210000,부산,210004,부산진구
온누리주민약국,81,약국,210000,부산,210004,부산진구
햇살약국,81,약국,210000,부산,210003,부산동래구
장산약국,81,약국,210000,부산,210009,부산해운대구
부일약국,81,약국,210000,부산,210004,부산진구
예그린약국,81,약국,210000,부산,210004,부산진구
한사랑약국,81,약국,210000,부산,210004,부산진구
에이스약국,81,약국,210000,부산,210004,부산진구
하나약국,81,약국,210000,부산,210013,부산연제구
한누리약국,81,약국,210000,부산,210004,부산진구
당감당약국,81,약국,210000,부산,210004,부산진구
부원약국,81,약국,210000,부산,210009,부산해운대구
홍약국,81,약국,210000,부산,210004,부산진구
한우리약국,81,약국,210000,부산,210013,부산연제구
이팜약국,81,약국,210000,부산,210013,부산연제구
제생당약국,81,약국,210000,부산,210002,부산동구
서부산약국,81,약국,210000,부산,210005,부산북구
가온샘약국,81,약국,210000,부산,210011,부산금정구
메디팜새한약국,81,약국,210000,부산,210003,부산동래구
럭키약국,81,약국,210000,부산,210003,부산동래구
교하푸른약국,81,약국,310000,경기,312200,파주시
그린약국,81,약국,310000,경기,312200,파주시
평화약국,81,약국,310000,경기,311400,군포시
메디프라자약국,81,약국,310000,경기,311101,안산단원구
토마토약국,81,약국,310000,경기,311902,고양일산서구
백화점약국,81,약국,310000,경기,310100,광명시
초원약국,81,약국,310000,경기,311102,안산상록구
정성약국,81,약국,310000,경기,311600,의왕시
메디칼약국,81,약국,310000,경기,310402,성남중원구
조은약국,81,약국,220000,인천,220006,인천남동구
스포츠센타약국,81,약국,310000,경기,312001,용인기흥구
삼육오행운약국,81,약국,310000,경기,311902,고양일산서구
대학약국,81,약국,310000,경기,310300,부천시
해오름약국,81,약국,220000,인천,220004,인천중구
천우약국,81,약국,220000,인천,220001,인천미추홀구
장암프라자 약국,81,약국,310000,경기,310800,의정부시
중앙약국,81,약국,220000,인천,220003,인천부평구
세기약국,81,약국,310000,경기,310403,성남분당구
우리들약국,81,약국,220000,인천,220002,인천동구
메디팜보강약국,81,약국,310000,경기,310100,광명시
환도약국,81,약국,310000,경기,312800,포천시
세계로약국,81,약국,310000,경기,310300,부천시
금강약국,81,약국,310000,경기,310701,안양만안구
건강사랑약국,81,약국,310000,경기,310300,부천시
드림약국,81,약국,310000,경기,310403,성남분당구
천지연약국,81,약국,310000,경기,310601,수원권선구
동림약국,81,약국,310000,경기,310011,연천군
하늘샘약국,81,약국,310000,경기,311902,고양일산서구
계산프라자약국,81,약국,220000,인천,220008,인천계양구
화인약국,81,약국,110000,서울,110018,송파구
당하백화점약국,81,약국,220000,인천,220005,인천서구
가까운행복약국,81,약국,110000,서울,110012,성북구
중앙성심약국,81,약국,220000,인천,220008,인천계양구
봉천프라자약국,81,약국,110000,서울,110004,관악구
복지약국,81,약국,220000,인천,220002,인천동구
신우리들 약국,81,약국,220000,인천,220001,인천미추홀구
일성당프라자약국,81,약국,320000,강원,320015,횡성군
민중약국,81,약국,110000,서울,110007,동대문구
드림약국,81,약국,110000,서울,110007,동대문구
이화약국,81,약국,110000,서울,110022,노원구
미소약국,81,약국,110000,서울,110023,광진구
사랑약국,81,약국,110000,서울,110022,노원구
건강한약국,81,약국,110000,서울,110014,용산구
한겨레약국,81,약국,110000,서울,110015,은평구
행복한온누리약국,81,약국,110000,서울,110003,강서구
금강약국,81,약국,110000,서울,110012,성북구
종로당약국,81,약국,110000,서울,110003,강서구
심해경희한약국,81,약국,110000,서울,110017,중구
건강약국,81,약국,110000,서울,110022,노원구
메디팜미소약국,81,약국,110000,서울,110024,강북구
엄마약국,81,약국,110000,서울,110007,동대문구
종로5가미래약국,81,약국,110000,서울,110016,종로구
세인약국,81,약국,210000,부산,210003,부산동래구
건강플러스약국,81,약국,210000,부산,210003,부산동래구
장안약국,81,약국,210000,부산,210015,부산사상구
아름약국,81,약국,210000,부산,210009,부산해운대구
대도약국,81,약국,210000,부산,210003,부산동래구
다정약국,81,약국,210000,부산,210005,부산북구
대선약국,81,약국,210000,부산,210010,부산사하구
온정약국,81,약국,210000,부산,210004,부산진구
동아약국,81,약국,210000,부산,210005,부산북구
백약국,81,약국,210000,부산,210010,부산사하구
코끼리약국,81,약국,210000,부산,210013,부산연제구
동산약국,81,약국,210000,부산,210004,부산진구
마린약국,81,약국,210000,부산,210009,부산해운대구
가야약국,81,약국,210000,부산,210010,부산사하구
온정약국,81,약국,210000,부산,210009,부산해운대구
양정약국,81,약국,210000,부산,210004,부산진구
미래약국,81,약국,210000,부산,210005,부산북구
조은약국,81,약국,210000,부산,210003,부산동래구
등대약국,81,약국,210000,부산,210006,부산서구
메디팜큰사랑약국,81,약국,210000,부산,210006,부산서구
미래약국,81,약국,210000,부산,210009,부산해운대구
서호약국,81,약국,210000,부산,210010,부산사하구
양정이화약국,81,약국,210000,부산,210004,부산진구
우리i약국,81,약국,210000,부산,210015,부산사상구
한신약국,81,약국,210000,부산,210004,부산진구
조은약국,81,약국,210000,부산,210014,부산수영구
밝은약국,81,약국,210000,부산,210005,부산북구
진약국,81,약국,210000,부산,210002,부산동구
푸른약국,81,약국,210000,부산,210014,부산수영구
두실약국,81,약국,210000,부산,210011,부산금정구
새봄약국,81,약국,210000,부산,210001,부산남구
우리들약국,81,약국,210000,부산,210010,부산사하구
동원약국,81,약국,210000,부산,210013,부산연제구
목동약국,81,약국,210000,부산,210014,부산수영구
현대약국,81,약국,210000,부산,210011,부산금정구
제일약국,81,약국,210000,부산,210003,부산동래구
대우약국,81,약국,210000,부산,210009,부산해운대구
동의약국,81,약국,210000,부산,210011,부산금정구
해님약국,81,약국,210000,부산,210008,부산중구
명성약국,81,약국,220000,인천,220001,인천미추홀구
태평양약국,81,약국,310000,경기,312001,용인기흥구
늘푸른약국,81,약국,110000,서울,110019,중랑구
한솔약국,81,약국,380000,경남,380018,함양군
한성약국,81,약국,230000,대구,230006,대구중구
마더스약국,81,약국,310000,경기,312300,김포시
봉황 종로 약국,81,약국,360000,전남,360200,나주시
메디칼약국,81,약국,260000,울산,260002,울산동구
나사렛약국,81,약국,230000,대구,230006,대구중구
태영약국,81,약국,310000,경기,310601,수원권선구
다우약국,81,약국,210000,부산,210007,부산영도구
온약국,81,약국,250000,대전,250003,대전서구
예진약국,81,약국,340000,충남,340201,천안서북구
이진약국,81,약국,340000,충남,340500,아산시
제일사랑약국,81,약국,230000,대구,230006,대구중구
문온누리약국,81,약국,310000,경기,311500,남양주시
건강드림365약국,81,약국,240000,광주,240004,광주광산구
우정약국,81,약국,210000,부산,210005,부산북구
금파약국,81,약국,210000,부산,210013,부산연제구
휴약국,81,약국,220000,인천,220003,인천부평구
다정약국,81,약국,210000,부산,210014,부산수영구
샛별온누리약국,81,약국,310000,경기,312200,파주시
비래동 성모약국,81,약국,250000,대전,250002,대전대덕구
옥광약국,81,약국,110000,서울,110013,영등포구
한양약국,81,약국,110000,서울,110001,강남구
수인옵티마약국,81,약국,110000,서울,110013,영등포구
삼주약국,81,약국,110000,서울,110001,강남구
청솔약국,81,약국,110000,서울,110010,서대문구
혜민약국,81,약국,310000,경기,310100,광명시
대성모약국,81,약국,110000,서울,110013,영등포구
영도서울약국,81,약국,210000,부산,210007,부산영도구
참약국,81,약국,310000,경기,310100,광명시
오룡대형약국,81,약국,250000,대전,250005,대전중구
장유늘푸른약국,81,약국,380000,경남,380100,김해시
척척약국,81,약국,360000,전남,360400,순천시
우리들약국,81,약국,110000,서울,110004,관악구
보성약국,81,약국,330000,충북,330300,제천시
홈플러스약국,81,약국,320000,강원,320500,춘천시
건강제일약국,81,약국,310000,경기,312500,화성시
성심약국,81,약국,310000,경기,310300,부천시
온누리부부약국,81,약국,110000,서울,110002,강동구
송정약국,81,약국,370000,경북,370200,구미시
타조약국,81,약국,110000,서울,110001,강남구
칠성약국,81,약국,360000,전남,360009,무안군
솔약국,81,약국,360000,전남,360500,여수시
순한약국,81,약국,320000,강원,320400,원주시
한국희귀필수의약품센터,81,약국,110000,서울,110017,중구
건강한우리약국,81,약국,110000,서울,110020,양천구
비타약국,81,약국,230000,대구,230004,대구서구
둔산건강약국,81,약국,250000,대전,250003,대전서구
성보약국,81,약국,230000,대구,230007,대구달서구
수태평양약국,81,약국,110000,서울,110005,구로구
감람약국,81,약국,110000,서울,110018,송파구
원종온누리약국,81,약국,310000,경기,310300,부천시
알파약국,81,약국,310000,경기,310403,성남분당구
상하우리약국,81,약국,310000,경기,312001,용인기흥구
민당약국,81,약국,310000,경기,310402,성남중원구
태평약국,81,약국,310000,경기,310401,성남수정구
금광약국,81,약국,310000,경기,310401,성남수정구
비타약국,81,약국,310000,경기,310401,성남수정구
약진약국,81,약국,310000,경기,310401,성남수정구
새싹약국,81,약국,310000,경기,312500,화성시
공단약국,81,약국,310000,경기,310402,성남중원구
청원약국,81,약국,310000,경기,310701,안양만안구
왕약국,81,약국,310000,경기,310702,안양동안구
맑은약국,81,약국,310000,경기,311200,평택시
유약국,81,약국,310000,경기,311400,군포시
세계로약국,81,약국,310000,경기,310603,수원팔달구
해맑은약국,81,약국,310000,경기,310702,안양동안구
보라온누리약국,81,약국,310000,경기,312001,용인기흥구
유림약국,81,약국,310000,경기,310702,안양동안구
삼성프라자약국,81,약국,310000,경기,310701,안양만안구
메디팜안심약국,81,약국,310000,경기,310701,안양만안구
충훈당약국,81,약국,310000,경기,310701,안양만안구
부발약국,81,약국,310000,경기,312100,이천시
수암약국,81,약국,310000,경기,310701,안양만안구
한일약국,81,약국,310000,경기,310701,안양만안구
삼아약국,81,약국,310000,경기,310701,안양만안구
샛별약국,81,약국,220000,인천,220006,인천남동구
서약국,81,약국,310000,경기,310701,안양만안구
세화약국,81,약국,310000,경기,310701,안양만안구
대웅약국,81,약국,310000,경기,310702,안양동안구
피영약국,81,약국,310000,경기,310702,안양동안구
라라온누리약국,81,약국,310000,경기,312001,용인기흥구
왕약국,81,약국,310000,경기,312400,안성시
100세약국,81,약국,310000,경기,310100,광명시
광명모범약국,81,약국,310000,경기,310100,광명시
신월약국,81,약국,310000,경기,312300,김포시
금화온누리약국,81,약국,310000,경기,310100,광명시
푸른약국,81,약국,310000,경기,310100,광명시
남촌약국,81,약국,310000,경기,310100,광명시
경남약국,81,약국,310000,경기,310200,동두천시
청주중앙약국,81,약국,310000,경기,310200,동두천시
지산약국,81,약국,310000,경기,311200,평택시
편한약국,81,약국,310000,경기,311200,평택시
경기약국,81,약국,310000,경기,311200,평택시
보광온누리약국,81,약국,310000,경기,311800,오산시
제일약국,81,약국,310000,경기,311101,안산단원구
도매당약국,81,약국,310000,경기,310603,수원팔달구
21세기 동규약국,81,약국,310000,경기,311800,오산시
참사랑약국,81,약국,310000,경기,311800,오산시
대원약국,81,약국,310000,경기,311800,오산시
서울약국,81,약국,310000,경기,311102,안산상록구
보성메디컬약국,81,약국,220000,인천,220005,인천서구
형제약국,81,약국,310000,경기,310100,광명시
은빛약국,81,약국,310000,경기,311903,고양일산동구
구민사약국,81,약국,310000,경기,311101,안산단원구
양촌약국,81,약국,310000,경기,312300,김포시
가평중앙약국,81,약국,310000,경기,310001,가평군
중앙약국,81,약국,310000,경기,312200,파주시
차세대건강약국,81,약국,220000,인천,220006,인천남동구
